"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2008 / 11","Brooklyn","13","3321.0","309.4","143.5",,,,,,"3"
"2008 / 11","Brooklyn","14","4931.9","481.4","298.3",,,,,,"3"
"2008 / 11","Brooklyn","15","4443.3","702.6","375.0",,,,,,"3"
"2008 / 11","Brooklyn","16","2784.2","147.6","101.5",,,,,,"3"
"2008 / 11","Brooklyn","17","4235.9","318.2","304.7",,,,,,"3"
"2008 / 11","Brooklyn","18","5369.2","645.1","434.9",,,,,,"3"
"2008 / 11","Manhattan","01","1352.5","378.2","164.3",,,,,,"1"
"2008 / 11","Manhattan","02","2778.7","577.2","300.5",,,,,,"1"
"2008 / 11","Manhattan","03","6447.5","372.2","254.4",,,,,,"1"
"2008 / 11","Manhattan","04","3370.7","829.9","300.8",,,,,,"1"
"2008 / 11","Manhattan","05","1949.8","331.7","160.8",,,,,,"1"
"2008 / 11","Manhattan","06","3687.7","1219.3","409.6",,,,,,"1"
"2008 / 11","Manhattan","07","5999.0","1390.3","621.4",,,,,,"1"
"2008 / 11","Manhattan","08","6769.5","1633.7","691.9",,,,,,"1"
"2008 / 11","Manhattan","09","2845.9","295.2","191.3",,,,,,"1"
"2008 / 11","Manhattan","10","5958.2","177.6","159.2",,,,,,"1"
"2008 / 11","Manhattan","11","2302.6","186.3","136.2",,,,,,"1"
"2008 / 11","Manhattan","12","5644.7","401.9","375.1",,,,,,"1"
"2008 / 11","Queens","01","4497.8","615.7","431.6",,,,,,"4"
"2008 / 11","Queens","02","3706.8","545.9","291.1",,,,,,"4"
"2008 / 11","Queens","03","4640.3","374.0","338.6",,,,,,"4"
"2008 / 11","Queens","04","4175.1","331.6","266.0",,,,,,"4"
"2008 / 11","Queens","05","5085.5","759.2","517.6",,,,,,"4"
"2008 / 11","Queens","06","2909.2","453.0","261.6",,,,,,"4"
"2008 / 11","Queens","07","6428.8","944.1","498.1",,,,,,"4"
"2008 / 11","Queens","08","3749.4","512.6","289.1",,,,,,"4"
"2008 / 11","Queens","09","4017.3","439.0","338.9",,,,,,"4"
"2008 / 11","Queens","10","3572.5","430.4","341.0",,,,,,"4"
"2008 / 11","Queens","11","3653.6","597.8","316.5",,,,,,"4"
"2008 / 11","Queens","12","6190.9","462.8","481.0",,,,,,"4"
"2008 / 11","Queens","13","5560.6","593.9","499.1",,,,,,"4"
"2008 / 11","Queens","14","3442.2","323.1","187.8",,,,,,"4"
"2008 / 11","Staten Island","01","7054.1","923.3","464.3",,,,,,"5"
"2008 / 11","Staten Island","02","5045.2","722.6","390.6",,,,,,"5"
"2008 / 11","Staten Island","03","6139.7","1056.7","537.1",,,,,,"5"
"2008 / 10","Bronx","01","3340.8","228.6","75.5",,,,,,"2"
"2008 / 10","Bronx","02","7254.6","111.8","106.5",,,,,,"2"
"2008 / 10","Bronx","03","2111.5","92.0","75.7",,,,,,"2"
"2008 / 10","Bronx","04","4919.1","191.0","190.1",,,,,,"2"
"2008 / 10","Bronx","05","3688.4","161.0","248.8",,,,,,"2"
"2008 / 10","Bronx","06","3501.7","159.5","143.1",,,,,,"2"
"2008 / 10","Bronx","07","4459.3","274.6","297.9",,,,,,"2"
"2008 / 10","Bronx","08","2638.2","390.0","272.9",,,,,,"2"
"2008 / 10","Bronx","09","4861.9","220.3","246.1",,,,,,"2"
"2008 / 10","Bronx","10","2779.5","399.5","281.4",,,,,,"2"
"2008 / 10","Bronx","11","3364.0","365.1","279.1",,,,,,"2"
"2008 / 10","Bronx","12","4053.7","397.9","407.3",,,,,,"2"
"2008 / 10","Brooklyn","01","4880.9","460.5","404.8",,,,,,"3"
"2008 / 10","Brooklyn","02","2488.9","494.4","292.1",,,,,,"3"
"2008 / 10","Brooklyn","03","4209.8","246.5","249.6",,,,,,"3"
"2008 / 10","Brooklyn","04","4942.9","320.2","242.0",,,,,,"3"
"2008 / 10","Brooklyn","05","4549.8","259.1","329.2",,,,,,"3"
"2008 / 10","Brooklyn","06","2561.3","706.7","390.0",,,,,,"3"
"2008 / 10","Brooklyn","07","3516.4","820.2","337.7",,,,,,"3"
"2008 / 10","Brooklyn","08","5439.6","261.8","213.1",,,,,,"3"
"2008 / 10","Brooklyn","09","3471.7","253.5","182.9",,,,,,"3"
"2008 / 10","Brooklyn","10","3938.1","642.0","356.6",,,,,,"3"
"2008 / 10","Brooklyn","11","7366.8","790.3","451.3",,,,,,"3"
"2008 / 10","Brooklyn","12","6209.4","663.1","400.1",,,,,,"3"
"2008 / 10","Brooklyn","13","3621.1","346.6","177.7",,,,,,"3"
"2008 / 10","Brooklyn","14","5026.3","494.8","313.2",,,,,,"3"
"2008 / 10","Brooklyn","15","4776.9","743.9","435.3",,,,,,"3"
"2008 / 10","Brooklyn","16","2926.1","180.3","116.6",,,,,,"3"
"2008 / 10","Brooklyn","17","4442.4","349.4","348.6",,,,,,"3"
"2008 / 10","Brooklyn","18","5526.1","708.9","507.6",,,,,,"3"
"2008 / 10","Manhattan","01","1445.7","428.0","199.3",,,,,,"1"
"2008 / 10","Manhattan","02","2968.7","628.0","315.6",,,,,,"1"
"2008 / 10","Manhattan","03","6786.7","473.7","289.4",,,,,,"1"
"2008 / 10","Manhattan","04","3591.4","922.6","353.1",,,,,,"1"
"2008 / 10","Manhattan","05","2108.3","347.3","168.5",,,,,,"1"
"2008 / 10","Manhattan","06","3864.7","1368.3","496.1",,,,,,"1"
"2008 / 10","Manhattan","07","6166.1","1480.8","675.6",,,,,,"1"
"2008 / 10","Manhattan","08","7088.6","1652.5","746.7",,,,,,"1"
"2008 / 10","Manhattan","09","3070.4","323.0","203.9",,,,,,"1"
"2008 / 10","Manhattan","10","6252.8","219.5","168.9",,,,,,"1"
"2008 / 10","Manhattan","11","2503.3","198.9","137.2",,,,,,"1"
"2008 / 10","Manhattan","12","5980.6","482.4","414.1",,,,,,"1"
"2008 / 10","Queens","01","4841.6","675.2","468.5",,,,,,"4"
"2008 / 10","Queens","02","4060.5","619.1","313.5",,,,,,"4"
"2008 / 10","Queens","03","4925.8","426.3","389.1",,,,,,"4"
"2008 / 10","Queens","04","4486.1","386.4","291.7",,,,,,"4"
"2008 / 10","Queens","05","5388.6","814.4","599.3",,,,,,"4"
"2008 / 10","Queens","06","2977.9","506.1","273.2",,,,,,"4"
"2008 / 10","Queens","07","6942.3","1053.8","541.3",,,,,,"4"
"2008 / 10","Queens","08","3761.3","552.2","320.7",,,,,,"4"
"2008 / 10","Queens","09","4254.9","473.9","380.8",,,,,,"4"
"2008 / 10","Queens","10","3907.0","473.1","392.8",,,,,,"4"
"2008 / 10","Queens","11","3539.2","675.8","367.9",,,,,,"4"
"2008 / 10","Queens","12","6514.9","534.9","562.5",,,,,,"4"
"2008 / 10","Queens","13","5618.1","668.6","571.2",,,,,,"4"
"2008 / 10","Queens","14","3726.1","339.1","225.5",,,,,,"4"
"2008 / 10","Staten Island","01","7124.2","976.9","529.6",,,,,,"5"
"2008 / 10","Staten Island","02","5305.8","784.1","454.0",,,,,,"5"
"2008 / 10","Staten Island","03","5959.3","1113.3","605.0",,,,,,"5"
"2008 / 09","Bronx","01","3329.6","252.7","76.8",,,,,,"2"
"2008 / 09","Bronx","02","7308.1","86.5","85.1",,,,,,"2"
"2008 / 09","Bronx","03","2116.3","97.2","67.5",,,,,,"2"
"2008 / 09","Bronx","04","4885.2","202.4","191.0",,,,,,"2"
"2008 / 09","Bronx","05","3738.8","177.4","235.5",,,,,,"2"
"2008 / 09","Bronx","06","3547.4","162.6","114.5",,,,,,"2"
"2008 / 09","Bronx","07","4400.4","293.0","276.0",,,,,,"2"
"2008 / 09","Bronx","08","2599.7","371.4","253.7",,,,,,"2"
"2008 / 09","Bronx","09","4776.9","221.3","237.0",,,,,,"2"
"2008 / 09","Bronx","10","2759.4","394.6","269.6",,,,,,"2"
"2008 / 09","Bronx","11","3283.0","377.9","275.3",,,,,,"2"
"2008 / 09","Bronx","12","4103.1","402.3","423.4",,,,,,"2"
"2008 / 09","Brooklyn","01","5081.5","484.1","372.1",,,,,,"3"
"2008 / 09","Brooklyn","02","2497.2","489.5","270.8",,,,,,"3"
"2008 / 09","Brooklyn","03","4551.2","254.6","244.2",,,,,,"3"
"2008 / 09","Brooklyn","04","5351.3","324.8","235.6",,,,,,"3"
"2008 / 09","Brooklyn","05","4668.2","269.2","338.5",,,,,,"3"
"2008 / 09","Brooklyn","06","2594.3","698.9","369.9",,,,,,"3"
"2008 / 09","Brooklyn","07","3581.7","794.7","339.2",,,,,,"3"
"2008 / 09","Brooklyn","08","5562.5","272.1","220.5",,,,,,"3"
"2008 / 09","Brooklyn","09","3580.9","242.6","167.7",,,,,,"3"
"2008 / 09","Brooklyn","10","4013.7","648.8","368.0",,,,,,"3"
"2008 / 09","Brooklyn","11","7572.6","811.1","453.3",,,,,,"3"
"2008 / 09","Brooklyn","12","6292.1","780.2","362.7",,,,,,"3"
"2008 / 09","Brooklyn","13","3800.4","358.7","172.1",,,,,,"3"
"2008 / 09","Brooklyn","14","5237.0","569.7","318.9",,,,,,"3"
"2008 / 09","Brooklyn","15","4746.5","761.0","419.6",,,,,,"3"
"2008 / 09","Brooklyn","16","3051.7","174.8","107.4",,,,,,"3"
"2008 / 09","Brooklyn","17","4732.8","360.0","385.5",,,,,,"3"
"2008 / 09","Brooklyn","18","5690.4","737.5","520.5",,,,,,"3"
"2008 / 09","Manhattan","01","1499.1","401.8","170.0",,,,,,"1"
"2008 / 09","Manhattan","02","2912.8","591.1","267.0",,,,,,"1"
"2008 / 09","Manhattan","03","6913.0","420.1","238.4",,,,,,"1"
"2008 / 09","Manhattan","04","3582.6","860.6","282.2",,,,,,"1"
"2008 / 09","Manhattan","05","2198.9","312.4","142.9",,,,,,"1"
"2008 / 09","Manhattan","06","3916.2","1213.7","389.5",,,,,,"1"
"2008 / 09","Manhattan","07","6280.8","1445.9","595.9",,,,,,"1"
"2008 / 09","Manhattan","08","7107.0","1550.5","629.5",,,,,,"1"
"2008 / 09","Manhattan","09","3208.8","305.9","168.9",,,,,,"1"
"2008 / 09","Manhattan","10","6413.7","183.3","133.5",,,,,,"1"
"2008 / 09","Manhattan","11","2625.4","185.6","111.3",,,,,,"1"
"2008 / 09","Manhattan","12","6132.5","417.6","343.4",,,,,,"1"
"2008 / 09","Queens","01","4902.4","700.7","459.9",,,,,,"4"
"2008 / 09","Queens","02","4166.3","648.9","298.2",,,,,,"4"
"2008 / 09","Queens","03","4985.7","419.9","366.3",,,,,,"4"
"2008 / 09","Queens","04","4547.0","382.4","275.0",,,,,,"4"
"2008 / 09","Queens","05","5343.3","816.3","584.5",,,,,,"4"
"2008 / 09","Queens","06","3000.0","519.8","268.2",,,,,,"4"
"2008 / 09","Queens","07","6991.0","1058.9","556.9",,,,,,"4"
"2008 / 09","Queens","08","3759.2","568.2","320.3",,,,,,"4"
"2008 / 09","Queens","09","4298.5","507.7","391.1",,,,,,"4"
"2008 / 09","Queens","10","3938.5","491.2","401.2",,,,,,"4"
"2008 / 09","Queens","11","3469.6","702.3","365.0",,,,,,"4"
"2008 / 09","Queens","12","7010.9","546.2","579.0",,,,,,"4"
"2008 / 09","Queens","13","5940.1","684.8","601.9",,,,,,"4"
"2008 / 09","Queens","14","3872.4","358.2","220.7",,,,,,"4"
"2008 / 09","Staten Island","01","7343.9","998.9","539.0",,,,,,"5"
"2008 / 09","Staten Island","02","6361.0","783.7","457.0",,,,,,"5"
"2008 / 09","Staten Island","03","6084.3","1089.2","609.7",,,,,,"5"
"2008 / 08","Bronx","01","2898.2","207.9","71.7",,,,,,"2"
"2008 / 08","Bronx","02","7058.8","105.0","92.5",,,,,,"2"
"2008 / 08","Bronx","03","1938.5","81.1","72.3",,,,,,"2"
"2008 / 08","Bronx","04","4527.0","179.6","187.1",,,,,,"2"
"2008 / 08","Bronx","05","3504.0","168.0","247.2",,,,,,"2"
"2008 / 08","Bronx","06","3258.9","128.7","113.1",,,,,,"2"
"2008 / 08","Bronx","07","3987.7","249.3","262.1",,,,,,"2"
"2008 / 08","Bronx","08","2435.0","354.1","240.8",,,,,,"2"
"2008 / 08","Bronx","09","4650.0","225.3","251.2",,,,,,"2"
"2008 / 08","Bronx","10","2790.4","409.3","287.5",,,,,,"2"
"2008 / 08","Bronx","11","2945.0","368.9","275.0",,,,,,"2"
"2008 / 08","Bronx","12","4198.1","413.4","440.0",,,,,,"2"
"2008 / 08","Brooklyn","01","4067.2","387.0","338.9",,,,,,"3"
"2008 / 08","Brooklyn","02","2333.5","421.8","261.1",,,,,,"3"
"2008 / 08","Brooklyn","03","4267.4","236.7","250.6",,,,,,"3"
"2008 / 08","Brooklyn","04","4690.7","273.2","241.4",,,,,,"3"
"2008 / 08","Brooklyn","05","4746.5","262.7","344.5",,,,,,"3"
"2008 / 08","Brooklyn","06","2293.9","604.9","348.2",,,,,,"3"
"2008 / 08","Brooklyn","07","3473.1","430.0","331.8",,,,,,"3"
"2008 / 08","Brooklyn","08","5215.4","229.3","205.1",,,,,,"3"
"2008 / 08","Brooklyn","09","3302.4","227.5","174.4",,,,,,"3"
"2008 / 08","Brooklyn","10","3661.3","574.1","344.5",,,,,,"3"
"2008 / 08","Brooklyn","11","7200.7","728.3","436.5",,,,,,"3"
"2008 / 08","Brooklyn","12","4801.6","560.0","307.0",,,,,,"3"
"2008 / 08","Brooklyn","13","3315.4","312.0","169.4",,,,,,"3"
"2008 / 08","Brooklyn","14","4676.0","453.5","304.4",,,,,,"3"
"2008 / 08","Brooklyn","15","4210.2","657.0","382.5",,,,,,"3"
"2008 / 08","Brooklyn","16","2759.0","151.5","119.5",,,,,,"3"
"2008 / 08","Brooklyn","17","4714.7","348.5","373.3",,,,,,"3"
"2008 / 08","Brooklyn","18","5397.1","673.3","514.2",,,,,,"3"
"2008 / 08","Manhattan","01","1455.7","385.9","195.1",,,,,,"1"
"2008 / 08","Manhattan","02","2669.8","480.3","249.3",,,,,,"1"
"2008 / 08","Manhattan","03","6502.0","396.2","245.0",,,,,,"1"
"2008 / 08","Manhattan","04","3391.7","777.7","308.4",,,,,,"1"
"2008 / 08","Manhattan","05","2156.0","327.4","155.0",,,,,,"1"
"2008 / 08","Manhattan","06","3588.4","1106.3","395.6",,,,,,"1"
"2008 / 08","Manhattan","07","5518.3","1119.8","551.5",,,,,,"1"
"2008 / 08","Manhattan","08","6119.7","1275.3","577.8",,,,,,"1"
"2008 / 08","Manhattan","09","2945.4","303.5","179.0",,,,,,"1"
"2008 / 08","Manhattan","10","6316.1","209.2","171.9",,,,,,"1"
"2008 / 08","Manhattan","11","2447.8","195.9","134.0",,,,,,"1"
"2008 / 08","Manhattan","12","5766.3","424.7","383.0",,,,,,"1"
"2008 / 08","Queens","01","4605.9","675.2","433.1",,,,,,"4"
"2008 / 08","Queens","02","3631.5","564.3","287.6",,,,,,"4"
"2008 / 08","Queens","03","4855.9","438.9","377.2",,,,,,"4"
"2008 / 08","Queens","04","4449.4","386.8","286.3",,,,,,"4"
"2008 / 08","Queens","05","5036.8","874.4","569.5",,,,,,"4"
"2008 / 08","Queens","06","2887.2","494.4","254.1",,,,,,"4"
"2008 / 08","Queens","07","6711.8","1054.6","546.2",,,,,,"4"
"2008 / 08","Queens","08","3620.5","544.2","299.8",,,,,,"4"
"2008 / 08","Queens","09","4260.7","476.3","375.2",,,,,,"4"
"2008 / 08","Queens","10","3923.5","470.4","391.1",,,,,,"4"
"2008 / 08","Queens","11","3290.7","653.5","341.7",,,,,,"4"
"2008 / 08","Queens","12","7095.6","542.1","594.6",,,,,,"4"
"2008 / 08","Queens","13","6002.3","686.1","593.7",,,,,,"4"
"2008 / 08","Queens","14","3872.6","358.8","238.9",,,,,,"4"
"2008 / 08","Staten Island","01","6709.3","904.5","530.1",,,,,,"5"
"2008 / 08","Staten Island","02","6342.0","707.3","439.8",,,,,,"5"
"2008 / 08","Staten Island","03","5909.9","1042.0","624.9",,,,,,"5"
"2008 / 07","Bronx","01","3175.1","221.0","79.7",,,,,,"2"
"2008 / 07","Bronx","02","7822.1","109.0","92.8",,,,,,"2"
"2008 / 07","Bronx","03","2095.0","93.2","80.0",,,,,,"2"
"2008 / 07","Bronx","04","4834.7","193.4","198.5",,,,,,"2"
"2008 / 07","Bronx","05","3845.3","178.7","250.5",,,,,,"2"
"2008 / 07","Bronx","06","3529.6","158.7","150.1",,,,,,"2"
"2008 / 07","Bronx","07","4284.3","280.7","297.6",,,,,,"2"
"2008 / 07","Bronx","08","2693.5","389.8","271.9",,,,,,"2"
"2008 / 07","Bronx","09","4946.1","250.4","275.0",,,,,,"2"
"2008 / 07","Bronx","10","2971.6","406.0","295.7",,,,,,"2"
"2008 / 07","Bronx","11","3223.3","368.2","303.4",,,,,,"2"
"2008 / 07","Bronx","12","4583.5","435.5","480.5",,,,,,"2"
"2008 / 07","Brooklyn","01","4382.2","413.0","406.1",,,,,,"3"
"2008 / 07","Brooklyn","02","2644.2","436.6","284.5",,,,,,"3"
"2008 / 07","Brooklyn","03","4620.4","238.2","265.3",,,,,,"3"
"2008 / 07","Brooklyn","04","5115.8","311.0","256.2",,,,,,"3"
"2008 / 07","Brooklyn","05","5168.5","283.6","379.5",,,,,,"3"
"2008 / 07","Brooklyn","06","2524.1","614.5","373.6",,,,,,"3"
"2008 / 07","Brooklyn","07","3818.3","482.7","365.3",,,,,,"3"
"2008 / 07","Brooklyn","08","5608.7","270.4","231.6",,,,,,"3"
"2008 / 07","Brooklyn","09","3543.4","232.0","180.7",,,,,,"3"
"2008 / 07","Brooklyn","10","4029.3","626.8","385.5",,,,,,"3"
"2008 / 07","Brooklyn","11","7751.1","789.6","476.3",,,,,,"3"
"2008 / 07","Brooklyn","12","5149.2","587.2","343.0",,,,,,"3"
"2008 / 07","Brooklyn","13","3519.4","332.1","176.6",,,,,,"3"
"2008 / 07","Brooklyn","14","5237.0","474.0","315.7",,,,,,"3"
"2008 / 07","Brooklyn","15","4590.2","681.7","411.0",,,,,,"3"
"2008 / 07","Brooklyn","16","3042.2","152.1","123.0",,,,,,"3"
"2008 / 07","Brooklyn","17","5191.0","373.7","428.4",,,,,,"3"
"2008 / 07","Brooklyn","18","6106.6","712.7","571.3",,,,,,"3"
"2008 / 07","Manhattan","01","1486.5","375.0","165.7",,,,,,"1"
"2008 / 07","Manhattan","02","2740.8","497.5","269.0",,,,,,"1"
"2008 / 07","Manhattan","03","6699.6","433.4","267.4",,,,,,"1"
"2008 / 07","Manhattan","04","3544.1","797.9","309.8",,,,,,"1"
"2008 / 07","Manhattan","05","2247.3","275.7","147.7",,,,,,"1"
"2008 / 07","Manhattan","06","3893.5","1180.9","434.1",,,,,,"1"
"2008 / 07","Manhattan","07","5833.1","1188.4","583.2",,,,,,"1"
"2008 / 07","Manhattan","08","6504.5","1352.2","614.8",,,,,,"1"
"2008 / 07","Manhattan","09","3143.0","261.8","168.2",,,,,,"1"
"2008 / 07","Manhattan","10","6488.0","182.5","146.5",,,,,,"1"
"2008 / 07","Manhattan","11","2647.7","172.6","112.0",,,,,,"1"
"2008 / 07","Manhattan","12","6153.2","421.7","386.9",,,,,,"1"
"2008 / 07","Queens","01","4857.3","664.5","470.2",,,,,,"4"
"2008 / 07","Queens","02","3922.6","602.1","309.4",,,,,,"4"
"2008 / 07","Queens","03","5238.5","418.1","393.9",,,,,,"4"
"2008 / 07","Queens","04","4844.9","398.9","305.9",,,,,,"4"
"2008 / 07","Queens","05","5477.4","812.2","617.8",,,,,,"4"
"2008 / 07","Queens","06","3133.4","496.4","295.3",,,,,,"4"
"2008 / 07","Queens","07","7314.2","1037.1","585.4",,,,,,"4"
"2008 / 07","Queens","08","3934.6","551.2","334.1",,,,,,"4"
"2008 / 07","Queens","09","4763.0","512.7","425.2",,,,,,"4"
"2008 / 07","Queens","10","4415.8","503.0","443.3",,,,,,"4"
"2008 / 07","Queens","11","3467.5","668.0","386.9",,,,,,"4"
"2008 / 07","Queens","12","7885.8","566.0","654.4",,,,,,"4"
"2008 / 07","Queens","13","6608.5","712.7","673.4",,,,,,"4"
"2008 / 07","Queens","14","4290.2","352.9","249.8",,,,,,"4"
"2008 / 07","Staten Island","01","7574.0","954.0","598.9",,,,,,"5"
"2008 / 07","Staten Island","02","6703.4","778.8","513.0",,,,,,"5"
"2008 / 07","Staten Island","03","6465.5","1064.0","680.7",,,,,,"5"
"2008 / 06","Bronx","01","3388.1","231.3","81.5",,,,,,"2"
"2008 / 06","Bronx","02","7383.3","120.1","99.9",,,,,,"2"
"2008 / 06","Bronx","03","1813.4","68.8","69.3",,,,,,"2"
"2008 / 06","Bronx","04","4929.3","222.0","201.3",,,,,,"2"
"2008 / 06","Bronx","05","3642.3","180.7","249.1",,,,,,"2"
"2008 / 06","Bronx","06","3959.0","187.5","128.4",,,,,,"2"
"2008 / 06","Bronx","07","4414.3","309.2","283.5",,,,,,"2"
"2008 / 06","Bronx","08","2604.5","363.5","258.9",,,,,,"2"
"2008 / 06","Bronx","09","4937.8","235.1","246.3",,,,,,"2"
"2008 / 06","Bronx","10","2914.0","396.2","284.7",,,,,,"2"
"2008 / 06","Bronx","11","3135.9","376.8","285.6",,,,,,"2"
"2008 / 06","Bronx","12","4234.9","416.6","449.1",,,,,,"2"
"2008 / 06","Brooklyn","01","4907.9","435.8","368.4",,,,,,"3"
"2008 / 06","Brooklyn","02","2767.6","465.9","299.2",,,,,,"3"
"2008 / 06","Brooklyn","03","4511.6","259.0","240.7",,,,,,"3"
"2008 / 06","Brooklyn","04","5424.1","331.5","244.9",,,,,,"3"
"2008 / 06","Brooklyn","05","4873.1","295.4","356.7",,,,,,"3"
"2008 / 06","Brooklyn","06","2639.9","661.6","376.4",,,,,,"3"
"2008 / 06","Brooklyn","07","3538.7","472.6","347.3",,,,,,"3"
"2008 / 06","Brooklyn","08","5180.6","260.4","215.6",,,,,,"3"
"2008 / 06","Brooklyn","09","3418.5","223.6","156.4",,,,,,"3"
"2008 / 06","Brooklyn","10","4166.4","670.8","373.4",,,,,,"3"
"2008 / 06","Brooklyn","11","7257.2","777.2","470.9",,,,,,"3"
"2008 / 06","Brooklyn","12","5990.0","672.7","385.7",,,,,,"3"
"2008 / 06","Brooklyn","13","3912.9","348.2","169.5",,,,,,"3"
"2008 / 06","Brooklyn","14","5305.8","535.8","348.2",,,,,,"3"
"2008 / 06","Brooklyn","15","4861.9","753.6","421.1",,,,,,"3"
"2008 / 06","Brooklyn","16","3140.1","159.4","106.0",,,,,,"3"
"2008 / 06","Brooklyn","17","5041.8","383.9","386.6",,,,,,"3"
"2008 / 06","Brooklyn","18","5870.4","718.3","533.1",,,,,,"3"
"2008 / 06","Manhattan","01","1410.0","395.7","160.8",,,,,,"1"
"2008 / 06","Manhattan","02","2998.8","612.7","287.0",,,,,,"1"
"2008 / 06","Manhattan","03","6787.3","448.1","245.0",,,,,,"1"
"2008 / 06","Manhattan","04","3516.2","806.3","291.9",,,,,,"1"
"2008 / 06","Manhattan","05","2298.5","285.5","143.6",,,,,,"1"
"2008 / 06","Manhattan","06","3746.0","1182.1","392.7",,,,,,"1"
"2008 / 06","Manhattan","07","6100.8","1365.1","602.6",,,,,,"1"
"2008 / 06","Manhattan","08","6827.5","1447.0","646.9",,,,,,"1"
"2008 / 06","Manhattan","09","3166.2","293.1","168.2",,,,,,"1"
"2008 / 06","Manhattan","10","6350.6","197.7","150.6",,,,,,"1"
"2008 / 06","Manhattan","11","2502.4","168.7","116.6",,,,,,"1"
"2008 / 06","Manhattan","12","6116.7","435.2","341.6",,,,,,"1"
"2008 / 06","Queens","01","4883.4","725.5","475.9",,,,,,"4"
"2008 / 06","Queens","02","4389.9","625.8","293.2",,,,,,"4"
"2008 / 06","Queens","03","5009.4","420.0","379.3",,,,,,"4"
"2008 / 06","Queens","04","4563.7","391.5","303.0",,,,,,"4"
"2008 / 06","Queens","05","5484.2","812.0","592.0",,,,,,"4"
"2008 / 06","Queens","06","3035.9","489.9","286.0",,,,,,"4"
"2008 / 06","Queens","07","7022.0","1051.1","585.5",,,,,,"4"
"2008 / 06","Queens","08","3989.7","592.7","338.9",,,,,,"4"
"2008 / 06","Queens","09","4498.7","526.1","397.0",,,,,,"4"
"2008 / 06","Queens","10","4228.1","511.7","428.5",,,,,,"4"
"2008 / 06","Queens","11","3624.9","686.4","378.7",,,,,,"4"
"2008 / 06","Queens","12","7496.7","562.5","611.1",,,,,,"4"
"2008 / 06","Queens","13","6430.0","703.7","619.9",,,,,,"4"
"2008 / 06","Queens","14","4146.1","356.2","236.0",,,,,,"4"
"2008 / 06","Staten Island","01","7757.2","1010.2","585.9",,,,,"132.6","5"
"2008 / 06","Staten Island","02","5790.0","792.5","503.5",,,,,"94.7","5"
"2008 / 06","Staten Island","03","6519.0","1090.2","663.6",,,,,"122.8","5"
"2008 / 05","Bronx","01","3366.3","232.2","74.7",,,,,,"2"
"2008 / 05","Bronx","02","7827.7","123.2","132.9",,,,,,"2"
"2008 / 05","Bronx","03","1841.5","69.0","69.8",,,,,,"2"
"2008 / 05","Bronx","04","4974.2","196.6","183.6",,,,,,"2"
"2008 / 05","Bronx","05","3759.9","184.0","242.1",,,,,,"2"
"2008 / 05","Bronx","06","3911.4","179.0","140.3",,,,,,"2"
"2008 / 05","Bronx","07","4386.7","268.2","270.1",,,,,,"2"
"2008 / 05","Bronx","08","2712.2","386.8","259.1",,,,,,"2"
"2008 / 05","Bronx","09","4999.5","244.2","252.3",,,,,,"2"
"2008 / 05","Bronx","10","3097.4","423.1","288.8",,,,,,"2"
"2008 / 05","Bronx","11","3296.5","366.9","283.4",,,,,,"2"
"2008 / 05","Bronx","12","4421.0","414.8","408.3",,,,,,"2"
"2008 / 05","Brooklyn","01","4967.1","481.2","356.9",,,,,,"3"
"2008 / 05","Brooklyn","02","2913.3","462.3","280.9",,,,,,"3"
"2008 / 05","Brooklyn","03","4490.1","248.2","240.3",,,,,,"3"
"2008 / 05","Brooklyn","04","5337.7","330.4","231.5",,,,,,"3"
"2008 / 05","Brooklyn","05","4905.6","268.4","323.1",,,,,,"3"
"2008 / 05","Brooklyn","06","2691.7","705.9","382.1",,,,,,"3"
"2008 / 05","Brooklyn","07","3622.2","473.3","330.9",,,,,,"3"
"2008 / 05","Brooklyn","08","5421.7","240.5","193.4",,,,,,"3"
"2008 / 05","Brooklyn","09","3376.2","257.2","169.7",,,,,,"3"
"2008 / 05","Brooklyn","10","4225.6","658.8","355.2",,,,,,"3"
"2008 / 05","Brooklyn","11","7284.9","784.4","458.9",,,,,,"3"
"2008 / 05","Brooklyn","12","6150.1","717.3","386.8",,,,,,"3"
"2008 / 05","Brooklyn","13","3742.1","360.0","172.7",,,,,,"3"
"2008 / 05","Brooklyn","14","5272.7","512.9","308.3",,,,,,"3"
"2008 / 05","Brooklyn","15","4966.8","765.2","409.6",,,,,,"3"
"2008 / 05","Brooklyn","16","3069.8","171.5","113.0",,,,,,"3"
"2008 / 05","Brooklyn","17","4854.5","375.8","342.5",,,,,,"3"
"2008 / 05","Brooklyn","18","5920.2","739.3","507.8",,,,,,"3"
"2008 / 05","Manhattan","01","1492.5","435.3","187.4",,,,,,"1"
"2008 / 05","Manhattan","02","3075.0","590.2","296.2",,,,,,"1"
"2008 / 05","Manhattan","03","6811.6","454.0","271.9",,,,,,"1"
"2008 / 05","Manhattan","04","3626.0","913.1","337.4",,,,,,"1"
"2008 / 05","Manhattan","05","2332.3","390.2","181.9",,,,,,"1"
"2008 / 05","Manhattan","06","3967.9","1419.3","470.6",,,,,,"1"
